X1,file_name,category,text,recommendations
0,training-dataset/engineering/912.txt,engineering,Uber s case for incremental processing on HadoopFor more on how Uber uses Hadoop and Spark  check out the Strata   Hadoop World NY 2016 session with Praveen Murugesan  Big data processing with Hadoop and Spark  the Uber way    Uber s mission is to provide  transportation as reliable as running water  everywhere  for everyone   To fulfill this promise  Uber relies on making data driven decisions at every level  and most of these decisions can benefit from faster data processing  For example  using data to understand areas for growth or accessing of fresh data by the city operations team to debug each city  Needless to say  the choice of data processing systems and the necessary SLAs are the topics of daily conversations between the data team and the users at Uber   In this post  I would like to discuss the choices of data processing systems for near real time use cases  based on experiences building data infrastructure at Uber as well as drawing from previous experiences  In this post  I argue that by adding new incremental processing primitives to existing Hadoop technologies  we will be able to solve a lot more problems  at reduced cost  and in a unified manner  At Uber  we are building our systems to tackle the problems outlined here and are open to collaborating with like minded organizations interested in this space   Near real time use cases  First  let s establish the kinds of use cases we are talking about  cases in which up to one hour latency is tolerable are well understood and mostly can be executed using traditional batch processing via MapReduce Spark  coupled with incremental ingestion of data into Hadoop S3  On the other extreme  cases needing less than one to two seconds of latency typically involve pumping your data into a scale out key value store  having worked on one at scale  and querying that  Stream processing systems like Storm  Spark Streaming  and Flink have carved out a niche of operating really well at practical latencies of around one to five minutes  and are needed for things like fraud detection  anomaly detection  or system monitoring basically  those decisions made by machines with quick turnaround or humans staring at computer screens as their day job   That leaves us with a wide chasm of five minute to one hour end to end processing latency  which I refer to in this post as near real time  Most such cases are either powering business dashboards and or aiding some human decision making  Here are some examples where near real time could be applicable   Observing whether something was anomalous across the board in the last x minutes  Gauging how well the experiments running on the website performed in the last x minutes  Rolling up business metrics at x minute intervals Extracting features for a machine learning pipeline in the last x minutes   Figure 1  Different shades of processing latency with the typical technologies used therein  Source  Vinoth Chandar   Incremental processing via  mini  batches  The choices to tackle near real time use cases are pretty open ended  Stream processing can provide low latency  with budding SQL capabilities  but it requires the queries to be predefined to work well  Proprietary warehouses have a lot of features  e g   transactions  indexes  and can support ad hoc and predefined queries  but such proprietary warehouses are typically limited in scale and are expensive  Batch processing can tackle massive scale and provides mature SQL support via Spark SQL Hive  but the processing styles typically involve larger latency  With such fragmentation  users often end up making their choices based on available hardware and operational support within their organizations  We will circle back to these challenges at the conclusion of this post   For now  I d like to outline some technical benefits to tackling near real time use cases via  mini  batch jobs run every x minutes  using Spark MR as opposed to running stream processing jobs  Analogous to  micro  batches in Spark Streaming  operating at second by second granularity    mini  batches operate at minute by minute granularity  Throughout the post  I use the term  incremental processing  collectively to refer to this style of processing   Increased efficiency  Incrementally processing new data in  mini  batches could be a much more efficient use of resources for the organization  Let s take a concrete example  where we have a stream of Kafka events coming in at 10K sec and we want to count the number of messages in the last 15 minutes across some dimensions  Most stream processing pipelines use an external result store  e g   Cassandra  ElasticSearch  to keep aggregating the count  and keep the YARN Mesos containers running the whole time  This makes sense in the less than five minute latency windows such pipelines operate on  In practice  typical YARN container start up costs tend to be around a minute  In addition  to scale the writes to the result stores  we often end up buffering and batching updates  and this protocol needs the containers to be long running   Figure 2  Comparison of processing via stream processing engines vs incremental  mini batch  jobs  Source  Vinoth Chandar   However  in the near real time context  these decisions may not be the best ones  To achieve the same effect  you can use short lived containers and improve the overall resource utilization  In the figure above  the stream processor performs 6M updates over 15 minutes to the result store  But in the incremental processing model  we perform in memory merge once and only one update to the result store  while using the containers for only five minutes  The incremental processing model is three times more CPU efficient  several magnitudes more efficient on updating of the result store  Basically  instead of waiting for work and eating up CPU and memory  the processing wakes up often enough to finish up pending work  grabbing resources on demand   Built on top of existing SQL engines  Over time  a slew of SQL engines have evolved in the Hadoop big data space  e g   Hive  Presto  SparkSQL  that provide better expressibility for complex questions against large volumes of data  These systems have been deployed at massive scale and hardened over time in terms of query planning  execution  and so forth  On the other hand  SQL on stream processing is still in early stages  By performing incremental processing using existing  much more mature SQL engines in the Hadoop ecosystem  we can leverage the solid foundations that have gone into building them   For example  joins are very tricky in stream processing  in terms of aligning the streams across windows  In the incremental processing model  the problem naturally becomes simpler due to relatively longer windows  allowing more room for the streams to align across a processing window  On the other hand  if correctness is more important  SQL provides an easier way to expand the join window selectively and reprocess   Another important advancement in such SQL engines is the support for columnar file formats like ORC Parquet  which have significant advantages for analytical workloads  For example  joining two Kafka topics with Avro records would be much more expensive than joining two Hive Spark tables backed by ORC Parquet file formats  This is because with Avro records  you would end up de serializing the entire record  whereas columnar file formats only read the columns in the record that are needed by the query  For example  if we are simply projecting out 10 fields out of a total 1 000 in a Kafka Avro encoded event  we still end up paying the CPU and IO cost for all fields  Columnar file formats can typically be smart about pushing the projection down to the storage layer   Figure 3  Comparison of CPU IO cost of projecting 10 fields out of 1000 total  as Kafka events vs  columnar files on HDFS  Source  Vinoth Chandar   Fewer moving parts  The famed Lambda architecture that is broadly implemented today has two components  speed and batch layers  usually managed by two separate implementations  from code to infrastructure   For example  Storm is a popular choice for the speed layer  and MapReduce could serve as the batch layer  In practice  people often rely on the speed layer to provide fresher  and potentially inaccurate  results  whereas the batch layer corrects the results of the speed layer at a later time  once the data is deemed complete  With incremental processing  we have an opportunity to implement the Lambda architecture in a unified way at the code level as well as the infrastructure level   Figure 4  Computation of a result table  backed by a fast view via incremental processing and a more complete view via traditional batch processing  Source  Vinoth Chandar   The idea illustrated in the figure above is fairly simple  You can use SQL  as discussed  or the same batch processing framework as Spark to implement your processing logic uniformly  The resulting table gets incrementally built by way of executing the SQL on the  new data  just like stream processing  to produce a  fast  view of the results  The same SQL can be run periodically on all of the data to correct any inaccuracies  remember  joins are tricky    to produce a more  complete  view of the results  In both cases  we will be using the same Hadoop infrastructure for executing computations  which can bring down overall operational cost and complexity   Challenges of incremental processing  Having laid out the advantages of an architecture for incremental processing  let s explore the challenges we face today in implementing this in the Hadoop ecosystem   Trade off  Completeness vs  latency  In computing  as we traverse the line between stream processing  incremental processing  and batch processing  we are faced with the same fundamental trade off  Some applications need all the data and produce more complete accurate results  whereas some just need data at lower latency to produce acceptable results  Let s look at a few examples   Figure 5  Figure showing different Hadoop applications on their tolerance for latency and completeness  Source  Vinoth Chandar   Figure 5 depicts a few sample applications  placing them according to their tolerance for latency and  in completeness  Business dashboards can display metrics at different granularities because they often have the flexibility to show more incomplete data at lower latencies for recent times while over time getting complete  which also made them the marquee use case for Lambda architecture   For data science machine learning use cases  the process of extracting the features from the incoming data typically happens at lower latencies  and the model training itself happens at a higher latency with more complete data  Detecting fraud  on one hand  requires low latency processing on the data available thus far  An experimentation platform  on the other hand  needs a fair amount of data  at relatively lower latencies  to keep results of experiments up to date   The most common cause for lack of completeness is late arriving data  as explained in detail in this Google Cloud Dataflow deck   In the wild  late data can manifest in infrastructure level issues  such as data center connectivity flaking out for 15 minutes  or user level issues  such as a mobile app sending late events due to spotty connectivity during a flight  At Uber  we face very similar challenges  as we presented at Strata   Hadoop World earlier this year   To effectively support such a diverse set of applications  the programming model needs to treat late arrival data as a first class citizen  However  Hadoop processing has typically been batch oriented on  complete  data  e g   partitions in Hive   with the responsibility of ensuring completeness also resting solely with the data producer  This is simply too much responsibility for individual producers to take on in today s complex data ecosystems  Most producers end up using stream processing on a storage system like Kafka to achieve lower latencies  while relying on Hadoop storage for more  complete   re processing  We will expand on this in the next section   Lack of primitives for incremental processing  As detailed in this article on stream processing  the notions of event time versus arrival time and handling of late data are important aspects of computing with lower latencies  Late data forces recomputation of the time windows  typically  Hive partitions in Hadoop   over which results might have been computed already and even communicated to the end user  Typically  such recomputations in the stream processing world happen incrementally at the record event level by use of scalable key value stores  which are optimized for point lookups and updates  However  in Hadoop  recomputing typically just means rewriting the entire  immutable  Hive partition  or a folder inside HDFS for simplicity  and recomputing all jobs that consumed that Hive partition   Both of these operations are expensive in terms of latency as well as resource utilization  This cost typically cascades across the entire data flow inside Hadoop  ultimately adding hours of latency at the end  Thus  incremental processing needs to make these two operations much faster so that we can efficiently incorporate changes into existing Hive partitions as well as provide a way for the downstream consumer of the table to obtain only the new changes   Effectively supporting incremental processing boils down to the following primitives   Upserts  Conceptually  rewriting the entire partition can be viewed as a highly inefficient upsert operation  which ends up writing way more than the amount of incoming changes  Thus  first class support for  batch  upserts becomes an important tool to possess  In fact  recent trends like Kudu and Hive Transactions do point in this direction  The Google Mesa paper also talks about several techniques that can be applied in the context of ingesting quickly   Incremental consumption  Although upserts can solve the problem of publishing new data to a partition quickly  downstream consumers do not know what data has changed since a point in the past  Typically  consumers learn this by scanning the entire partition table and recomputing everything  which can take a lot of time and resources  Thus  we also need a mechanism to more efficiently obtain the records that have changed since the last time the partition was consumed   With the two primitives above  you can support a lot of common use cases by upserting one data set and then incrementally consuming from it to build another data set incrementally  Projections are the most simple to understand  as depicted in Figure 6   Figure 6  Simple example of building of table_1 by upserting new changes  and building a simple projected_table via incremental consumption  Source  Vinoth Chandar   Borrowing terminology from Spark Streaming  we can perform simple projections and stream data set joins much more efficiently at lower latency  Even stream stream joins can be computed incrementally  with some extra logic to align windows   Figure 7  More complex example that joins a fact table against multiple dimension tables  to produce a joined table  Source  Vinoth Chandar   This is actually one of the rare scenarios where we could save money with hardware while also cutting down the latencies dramatically   Shift in mindset  The final challenge is not strictly technical  Organizational dynamics play a central role in which technologies are chosen for different use cases  In many organizations  teams pick templated solutions that are prevalent in the industry  and teams get used to operating these systems in a certain way  For example  typical warehousing latency needs are on the order of hours  Thus  even though the underlying technology could solve a good chunk of use cases at lower latencies  a lot of effort needs to be put into minimizing downtimes or avoiding service disruptions during maintenance  If you are building toward lower latency SLAs  these operational characteristics are essential  On the one hand  teams that solve low latency problems are extremely good at operating those systems with strict SLAs  and invariably the organization ends up creating silos for batch and stream processing  which impedes realization of the aforementioned benefits to incremental processing on a system like Hadoop   This is in no way an attempt to generalize the challenges of organizational dynamics  but is merely my own observation as someone who has spanned the online services powering LinkedIn as well as the data ecosystem powering Uber   Takeaways  I would like to leave you with the following takeaways   Getting really specific about your actual latency needs can save you tons of money  Hadoop can solve a lot more problems by employing primitives to support incremental processing  Unified architectures  code   infrastructure  are the way of the future   At Uber  we have very direct and measurable business goals incentives in solving these problems  and we are working on a system that addresses these requirements  Please feel free to reach out if you are interested in collaborating on the project,"[0 334 1289 638 1414 413 563 397 1331 743 934]"
2,training-dataset/product/919.txt,product,How designers can use data to create amazing workAt Springboard  we re privileged to sit at the unique intersection between data science and UX design  Having spoken with hundreds of industry experts in both fields  we ve come to believe that there s a lot of common ground between the 2 fields  Data scientists check user behaviors through analytics tools  while UX designers look to see what best suits the large numbers of users they serve   It s a pity that UX designers and data scientists rarely talk they can learn a lot from each other  Content that combines insights from data science to UX design or vice versa is immensely valuable  and scarcer than we like   This led us to think about the data science principles that are helpful for UX designers  and ways you could implement these rules into your day to day workflow  So here s what we came up with   Embrace metrics and think of the return on investment  Most UX designers aspire to build something better for their users   While that s a noble goal  how do you determine if something is truly  better   Metrics can help you align closer with business goals and showcase the return on investment your company or client gets from your efforts   The metrics that businesses care about vary  In some cases it s revenue  In others  it s on page conversion  time spent on a page  or number of photos uploaded   By embracing the metrics your business cares about and contextualizing why good UX design matters to those metrics  you not only make it easier for business leaders to justify putting more resources into UX  you also start prioritizing what initiatives make the most sense  Speaking to how better user engagement ties to company goals helps frame your work in a context that s familiar to non designers   How you can apply this to your day to day  Ask which metrics matter to your company or client  Deeply examine how your design goals will help improve those metrics and the company s bottom line  Then reconcile your work with the impact it drives on the bottom line   Key resources  UX designers working in data driven organizations should start by reading Dave McClure s ARRRR Startup Metrics framework to understand how companies measure growth at various stages  The book Lean Analytics is a must read to understand how good use of data works to track impact   Experiment  measure  and repeat  You ll often find yourself debating between many design treatments  How do you make a decision   Good news  You don t always have to decide you can let users tell you  And to do that  you ll want to take a page from the data scientist s approach of experimentation   Data scientists tend to think in terms of experiments they re usually pretty structured about stating their hypothesis for an experiment  what they wish to measure and learn  and how they want to run the experiment   This mentality might already be part of your workflow  but you should employ some tricks data scientists use to make sure they re on track with their experiments  State and record your hypotheses  For instance   I believe that version 2 will lead to 20  more users making a purchase than version one    Next  build the minimum viable version of each design   Then put your design in front of users and track their behavior to learn if your hypothesis is true  Make sure to consider the concept of statistical significance  whether you have enough observations to make a statistically accurate prediction    How you can apply this to your day to day  Get familiar with deciding when to incorporate data in your decisions  and when data doesn t matter  Learn how to use tools like Optimizely  Mixpanel  or Google Analytics that can easily help you see how your UX choices impact user behavior   Whenever you re thinking of testing a new design idea  record your hypotheses  For example  if you want to change the color scheme and typography to make instructional content easier to read  say that you re testing to see if making instructions easier to read in a certain way leads to more user engagement   Key resources  Here are some quick tips on how you can get started with Google Analytics  And here s a recent InVision Blog article on A B testing  a form of experimentation that can help you determine what version of a webpage performs best for certain business goals   Segment your users and learn how they re different  You re likely already creating user personas that map onto the most common profiles of a company s users   Broad quantitative data from tools such as Google Analytics  which captures demographic  behavioral  and device data  can help flesh out those user personas in a way that s richer and ties more closely with users  actual behavior   With Google Analytics  you can quickly determine that older users may have different expectations from your site than younger ones  Males and females may respond differently to certain color schemes  You can even get a rough view of what interests your users have and how they might react differently accordingly   Don t stop at explicit data  either  Data scientists often infer data with clever techniques  They might map user first names to a database of the most common female and male first names to come up with a pretty precise picture of the gender split in a dataset  If there s data you need to flesh out for a persona  think about how you could get it  or work with technical team members to get it done   How you can apply this to your day to day  Ask about quantitative data that can help define which of your personas are the most common and which can flesh out more of who they are  Be thorough about who you re designing for  and learn how to segment your users  Ask for as much data as possible  any surveys people have collected around your target groups  and look as deeply as possible about who your users really are with a mix of interviews and a look at the quantitative data   Key resources  Read about how Google Analytics can supplement your audience data so you know what s possible  and read about what data scientists think are the most important ways you can segment users   Personalize at scale  You may have heard the term machine learning  One thing that machine learning can enable is a personalized experience to as many people as possible with the power of automation and algorithms   How does Amazon know exactly which book you might like to read next  It s through the power of machine learning algorithms  By using these algorithms to infer users  preferences  e g  assign a probability to how likely you are to find a book enjoyable   Amazon delights users by consistently providing them with something the company knows they ll be interested in   Don t lose a chance to delight your users by personalizing experiences and storytelling with the data they give you   Data scientists apply algorithms at scale to ensure that every user gets a personalized experience  They use complex mathematics and programming to do that  You can capture some of that magic by using tools like Visual Website Optimizer to offer different user experiences for different groups  The classic example of this is localization  Having your application load in a user s preferred language can mean a world of difference for them   How to implement this in your day to day  Understand how user experiences can be personalized and where the biggest benefits are  Use your understanding of different user groups and personas to build experiments so that every user walks away delighted   Key resources  Understand how to design for personalization but do it without being creepy   Get and understand feedback at scale  You ll likely rely heavily on one on one interviews and focus groups  While these are great at providing a rich context of how a few users feel  you can supplement that qualitative feedback with quantitative sources that measure users at scale   For instance  you can use user surveys to supplement your user research interviews  Similarly  you can use actual usage data to supplement user testing interviews   By combining both deep qualitative and quantitative insights about how users are truly interacting with your product  you can get a complete view of how users are reacting to your design and how you can improve it   How to implement this in your day to day  Use tools like Qualaroo to ask users questions when they re visiting your site  Use Hotjar to track heatmaps and on page analytics of how your users move through your app  Use tools like Promoter io to get an overall view of how users like your product at scale   Key resources  Read about the one number you need to grow  the Harvard Business Review article that introduced Net Promoter Score as the gold standard for measuring user satisfaction  Then delve into how you can analyze and visualize user feedback   Think of data as a tool you can use to sharpen your instincts about your users and what they like  It s a superpower that can help you create rich  immersive  and personalized experiences that will be maximally useful for your users   Suhail Doshi  the young founder of analytics powerhouse Mixpanel  once opined in a New Yorker feature that  most of the world will make decisions by either guessing or using their gut  They will be either lucky or wrong    Your commitment to using data to delight your users is an utter commitment to being right rather than lucky   Further reading  Check out Springboard s free 16 page guide to UX careers that can help you advance your UX skills,"[2 740 254 397 1331 1139 563 1107 668 334 413]"
59,training-dataset/engineering/848.txt,engineering,Powering Transactions Search with Elastic   Learnings from the FieldIntroduction  We see a lot of transactions at PayPal  Millions every day   These transactions originate externally  a customer using PayPal to pay for a purchase on a website  as well as internally  as money moves through our system  Regular reports of these transactions are delivered to merchants in the form of a csv or a pdf file  Merchants use these reports to reconcile their books   Recently  we set out to build a REST API that could return transaction data back to merchants  We also wanted to offer the capability to filter on different criteria such as name  email or transaction amount  Support for light aggregation insight use cases was a stretch goal  This API would be used by our partners  merchants and external developers   We choose Elastic as the data store  Elastic has proven  over the past 6 years  to be an actively developed product that constantly evolves to adapt to user needs  With a great set of core improvements introduced in version 2 x  memory mapped doc values  auto regulated merge throttling   we didn t need to look any further   Discussed below is our journey and key learnings we had along the way  in setting up and using Elastic for this project   Will It Tip Over  Once live  the system would have tens of terabytes of data spanning 40  billion documents  Each document would have over a hundred attributes  There would be tens of millions of documents added every day  Each one of the planned Elastic blades has 20TB of SSD storage  256 GB RAM and 48 cores  hyper    While we knew Elastic had all the great features we were looking for  we were not too sure if it would be able to scale to work with this volume  and velocity  of data  There are a host of non functional requirements that arise naturally in financial systems which have to be met  Let s limit our discussion in this post to performance   response time to be specific   Importance of Schema  Getting the fundamentals right is the key   When we initially setup Elastic  we turned on strict validation of fields in the documents  While this gave us a feeling of security akin to what we re used to with relational systems  strict field and type checks   it hurt performance   We inspected the content of the Lucene index Elastic created using Luke  With our initial index setup  Elastic was creating sub optimal indexes  For e g  in places where we had defined nested arrays  marked index  no    Elastic was still creating child hidden documents in Lucene  one per element in the array  This document explains why  but it was still using up space when we can t even query the property via the index  Due to this  we switched the  dynamic  index setting from strict to false  Avro helped ensure that the document conforms to a valid schema  when we prepared the documents for ingestion   A shard should have no more than 2 billion parent plus nested child documents  if you plan to run force merge on it eventually  Lucene doc_id is an integer   This can seem high but is surprisingly easy to exceed  especially when de normalizing high cardinality data into the source  An incorrectly configured index could have a large number of hidden Lucene documents being created under the covers   Too Many Things to Measure  With the index schema in place  we needed a test harness to measure the performance of the cluster  We wanted to measure Elastic performance under different load conditions  configurations and query patterns  Taken together  the dimensions total more than 150 test scenarios  Sampling each by hand would be near impossible  jMeter and Beanshell scripting really helped here to auto generate scenarios from code and have jMeter sample each hundreds of times  The results are then fed into Tableau to help make sense of the benchmark runs   Indexing Strategy 1 month data per shard  1 week data per shard  1 day data per shard    of shards to use  Benchmark different forms of the query  constant score  filter with match all etc    User s Transaction Volume Test with accounts having 10   100   1000   10000   1000000 transactions per day  Query time range 1   7   15   30 days  Store source documents in Elastic  Or store source in a different database and fetch only the matching IDs from Elastic   Establishing a Baseline  The next step was to establish a baseline  We chose to start with a single node with one shard  We loaded a month s worth of data  2 TB    Tests showed we could search and get back 500 records from across 15 days in about 10 seconds when using just one node  This was good news since it could only get better from here  It also proves an Elastic  Lucene segments  shard can handle 2 billion documents indexed into it  more than what we ll end up using   One take away was high segment count increases response time significantly  This might not be so obvious when querying across multiple shards but is very obvious when there s only one  Use force merge if you have the option  offline index builds   Using a high enough value for refresh_interval and translog flush_threshold_size enables Elastic to collect enough data into a segment before a commit  The flip side was it increased the latency for the data to become available in the search results  we used 4GB   180 seconds for this use case   We could clock over 70 000 writes per second from just one client node   Nevertheless  data from the recent past is usually hot and we want all the nodes to chip in when servicing those requests  So next  we shard   Sharding the Data  The same one month s data  2 TB  was loaded onto 5 nodes with no replicas  Each Elastic node had one shard on it  We choose 5 nodes to have a few unused nodes  They would come in handy in case the cluster started to falter and needed additional capacity  and to test recovery scenarios  Meanwhile  the free nodes were used to load data into Elastic and acted as jMeter slave nodes   With 5 nodes in play   Response time dropped to 6 seconds  40  gain  for a query that scanned 15 days  Filtered queries were the most consistent performers  As a query scanned more records due to an increase in the date range  the response time also grew with it linearly  A force merge to 20 segments resulted in a response time of 2 5 seconds  This showed a good amount of time was being spent in processing results from individual segments  which numbered over 300 in this case  While tuning the segment merge process is largely automatic starting with Elastic 2 0  we can influence the segment count  This is done using the translog settings discussed before  Also  remember we can t run a force merge on a live index taking reads or writes  since it can saturate available disk IO  Be sure to set the  throttle max_bytes_per_sec  param to 100 MB or more if you re using SSDs  the default is too low  Having the source documents stored in Elastic did not affect the response time by much  maybe 20ms  It s surely more performant than having them off cluster on say Couchbase or Oracle  This is due to Lucene storing the source in a separate data structure that s optimized for Elastic s scatter gather query format and is memory mapped  see fdx and fdt files section under Lucene s documentation   Having SSDs helped  of course  Final Setup  The final configuration we used had 5 9 shards per index depending on the age of the data  Each index held a week s worth of data  This got us a reasonable shard count across the cluster but is something we will continue to monitor and tweak  as the system grows   We saw response times around the 200 ms mark to retrieve 500 records after scanning 15 days  worth of data with this setup  The cluster had 6 months of data loaded into it at this point   Shard counts impact not just read times  they impact JVM heap usage due to Lucene segment metadata as well as recovery time  in case of node failure or a network partition  We ve found it helps Elastic during rebalance if there are a number of smaller shards rather than a few large ones   We also plan to spin up multiple instances per node to better utilize the hardware  Don t forget to look at your kernel IO scheduler  see hardware recommendations  and the impact of NUMA and zone reclaim mode on Linux   Conclusion  Elastic is a feature rich platform to build search and data intensive solutions  It removes the need to design for specific use cases  the way some NoSQL databases require  That s a big win for us as it enables teams to iterate on solutions faster than would ve been possible otherwise   As long as we exercise due care when setting up the system and validate our assumptions on index design  Elastic proves to be a reliable workhorse to build data platforms on,"[59 1289 563 1382 334 823 397 831 668 934 855]"
88,training-dataset/engineering/24.txt,engineering,Designing Euclid to Make Uber Engineering Marketing Savvyby Mrina Natarajan   Hohyun Shim  Fast  granular  reliable ROI on ad performance was our bugle call to build Euclid  Uber s in house marketing platform  Early this year  Euclid replaced a legacy system  which processed ROI data somewhat manually as it struggled to keep up with Uber s scale and data complexity   Unlike any solution out of the box  the Hadoop  Spark based Euclid ecosystem lets us scale for Uber s growth with a channel agnostic API plugin architecture called MaRS as well as a custom ETL pipeline that streams heterogenous data into a single schema for easy querying  A visual layer on top of Euclid lets marketers pull ROI metrics to optimize ad spend  Euclid s pattern recognition capabilities powers marketing intelligence further  With these capabilities  marketers can detect fraud  automatically allocate ad budget  by channel country city product   automate ad spend  manage campaigns  target audience profiles at a granular level  and bid on ads real time   Problem Solving with Euclid  The reason Euclid is what it is today is because of long standing issues we addressed in the marketing data world   Automating ad spend   To do away with collecting and processing data manually  we needed a system to not only analyze data reliably at high speeds  but show spending at event specific granular levels such as impressions  clicks  installs from hundreds of external ad networks all over the world   Dealing with data complexity   Data at Uber comes from a hundred plus channels per ad network each with ten thousand plus campaigns  millions of keywords  and many creatives  Throw in multiple currencies and various Uber product types on top of that  Besides scale  data variety too plays a part different kinds of ads  social  display  search  job boards  and so on  result in complex schema and data mapping  When delivering complex data at such scale and volume  SLA matters  We have to ensure we provide data at promised intervals on an hourly  daily basis   Reporting accurate ROI   In the past  teams measured channel level ROI with time lags  Euclid s challenge lay in not just closing the lag but also measuring ROI at a granular level at the ad  creative and keyword level for example  To get there  we needed to join internal with external data sources and apply predictive analytics to report future trends and multi touch attribution   Euclid Architecture  The Euclid system has three main parts  MaRS  Marketing Report Service   an email service  and an ETL data pipeline   MaRS  Marketing Report Service   A plugin based report ingestion microservice  MaRS is the reason we can scale fast  up to 80 channels in just a couple of months  Before Euclid  marketing managers manually generated high level weekly spend data for hundreds of channels around the globe  Data was nongranular  it had the potential for human error  and marketing teams could not act fast on spending goals nor optimize ad spend accurately   MaRS solved this problem with a standard API interface to import ad campaign data via plugins  The plugins isolate ad network logic from the rest of the ETL data pipeline  This isolation lets us develop and test ad network dependent logic independently from the Hadoop ETL pipeline  The ETL data pipeline calls the MaRS API  it passes a network ID as a parameter to get various ad spend data without knowing any ad network specific logic   Such a design gives us the advantage of outsourcing plugin development to external vendors who can add plugins for many more ad networks  It s one of the ways of how we scaled the number of API channel imports for Euclid  Currently  Euclid supports 30  plugins including Facebook  Twitter  and AdWords   It s straightforward to implement a plugin  All an external plugin developer needs to do is inherit three base classes  define the Avro schema  and apply a normalization rule   Auth class  Handles network API authentication   Extractor class  Extracts data through an ad network API   Transform class  Converts the API data format into Avro   Avro schema  Stores the raw ad network data schema   Normalization rule  Applies a mapping rule to convert fields from the raw Avro schema to a uniform model table   Engineers implement plugins independently without worrying about underlying changes to the service environment or data infrastructure  The config based design of the Hadoop Hive Pipeline combined with the API plugin based MaRS architecture  allows us to add new channel plugins rapidly without making code changes   Euclid Email Service  For channels that lack APIs  Euclid provides an email attachment based ingestion framework  Using this system  ad channels can directly send CSV attachments in an expected format  Included in the MaRS architecture  the service allows ad networks to push their daily spend as email attachments to a predefined collection point  Euclid then automatically validates and lands the data into the ETL pipeline  This is how Euclid imports data from dozens of small channels every day   ETL Data Pipeline Workflow  Euclid s ETL data pipeline  which is Hive based  uses a workflow management tool to extract  normalize  and join ingested data   Extractor  Requests MaRS to ingest data from the ad network APIs   Normalizer  Normalizes ad network specific raw spend data into a unified Hive table called fact_marketing_spend_ad   ROI joiner  Joins spend with conversion data such as user level signups and first trips to get granular ROI metrics   With MaRS handling the ad network logic  the channel agnostic ETL pipeline lets us engineer Uber marketing data at scale while minimizing costs to operate and maintain the pipeline  Since each channel differs in its campaign and report schema  it s hard to query and analyze data directly  But the config based normalization step in Euclid aligns heterogeneous data in various Avro schema into a single model table in Parquet  which makes the data easy to aggregate  compare  and analyze across dimensions and slices   That said  daily ingestion is still a tricky process given varying data schema and readiness SLAs  For example  APIs can break when a version deprecates  when credentials or the upstream channel data format changes  or if upstream data gets corrupt  To get around this problem  Euclid s custom MySQL monitoring and alerting does all kinds of data health checks  Its automated backfill policy  failure logging  and on call alerting pinpoint the cause of data integrity issues  In this way  the Euclid pipeline ingests hundreds of millions of records daily into Hadoop   Before and After Euclid Optimized Uber Marketing ROI  Granular ROI Ad M etrics  Besides standard acquisition metrics  the cost of a user making their first Uber trip is an important ad performance ROI metric  Previously  when teams measured ad ROI there were time gaps  Now with Euclid  marketers access granular ROI ad data quickly and reliably  Powered by Euclid s hierarchical campaign spend dataset  marketers drill down deeper   to the creative level for display ads on social channels  to the keyword level for search channels  to the job board level for job board channels  and so forth   Here are three display ad creatives marketers tested for the same campaign  Which ad do you think performed better   To see which ad results in a better click through rate  CTR   marketers drill down to the creative level performance data via Euclid s visualization layer  They see ROI granular spending data Euclid ingested and joined with user conversion metrics  In this example  the zoomed in version  Variant B  with its significantly higher CTR works better than either the Control version or the zoomed out creative  Variant A    Given thousands of ads running across hundreds of channels  where external agencies maintain many of them  it s humanly impossible to check the status of every single ad  For such cases  Euclid lets Uber channel managers easily surface underperforming ads   Predicting First Trips  The conversion journey from Uber app install to first trip usually involves time gaps  and if we don t know when a first trip occurs we can t attribute a particular marketing activity as the motivating trigger  Yesterday s ad spend could result in clicks or installs  but not drive signups or first trips yet  How then can we measure marketing ROI  After Euclid ingests data from impressions  clicks  and installs  it applies patterns of where and when partners and riders sign up  types of device they use  ad channels they engage in  and so on  Mapping this type of information to historical conversion data  Euclid statistically predicts when and whether a user is likely to make their first trip  As Euclid continues to accumulate more data into its training models in this fashion  prediction accuracy increases   Solving Multi touch Attribution  When a user sees a social network ad  then searches  Uber  on the web  clicks a search ad  and later signs up with Uber  it s not fair to give all the credit to the search ad  Multi touch attribution  another challenge Euclid tackles  involves looking at the impression level data  analyzing the complete user conversion journey  and then attributing the right weight of credit for each conversion to multiple channels  Clear multi touch attribution allows marketers to allocate the right budget to the right channels  Euclid ingests impression level data every day  then analyzes and trains multi touch attribution models using its predictive engine  Powered by Hadoop and Spark  Euclid soon plans to deploy marketing multi touch attribution models in the production data pipeline   What s Next  What we ve developed so far in the Euclid tech stack has helped marketers understand which creatives  search keywords  and ad campaigns work best for a particular channel  We re looking to make the next incarnation of Euclid an even more advanced marketing engine involving data management platforms  DMP  and demand side platforms  DSP   So if you have experience with Hadoop  Hive  Spark  Kafka  Vertica  or an understanding of SQL databases to implement ETL pipelines  check out the engineering talent we re looking to hire to further Euclid s development  Come be part of our story   Hohyun Shim  software engineer in Uber Engineering s business platform group who leads Euclid s architecture  wrote this article in conjunction with Mrina Natarajan,"[88 397 334 934 1331 823 0 1414 413 1155 1139]"
