X1,file_name,category,text,recommendations
5,training-dataset/product/297.txt,product,GV Guide to Design Critique   GV LibraryGV Guide to Design Critique  Critiques are one of the most important ingredients to great design  but far too often designers leave critiques secretly feeling scattered  frustrated  and disempowered  Even when everyone is well meaning  there are many subtle ways a critique can go off the rails and hurt your design process  Thankfully  with a bit of thoughtfulness and care  any company can craft a culture of productive  passionate  and candid feedback  Here s how   To deliver great design  teams need a culture of healthy feedback  I ve worked on dozens of tech teams  each with a different culture of feedback  The worst feedback sessions felt like a trip to a target range   designers gently release their lovingly crafted work to the group  only to have it blown out of the sky by a thousand different complaints   Why isn t the button red  Can we make that bigger   Other teams are overly polite and deferential  It s easier  but silence won t push designers from average solutions to great design   I used to think that these differences in feedback style were baked so deeply into a company s culture that they d be impossible to change  But then I noticed something surprising  across all these different teams the feedback that was happening within design teams was always helpful  When designers gave feedback to each other  they were focused the same goals  candid about where proposed solutions weren t working  and creative about alternate approaches   How did these designers create a microcosm of healthy feedback  It s actually simple  they were all taught how to critique in school  Yep  it s a totally learnable skill  And by following a few simple guidelines  and keeping each other honest to those guidelines  any team can build a healthy culture of design feedback   1  Use formal critiques to jumpstart change  Any behavior change can be tricky  And getting a whole team to change how they give feedback might seem downright impossible  But a little structure can go a long way  Start by moving all informal design feedback into specific scheduled critique sessions  This allows you to invite the right people  articulate the goals  and lay out ground rules for feedback   You should aim to have only a few people in the room so that there s a single conversation  5 6 people is about right  It s also helpful to have a diverse set of experiences  Rather than include folks with big titles  CEO  CTO  etc    think about who has the best data to inform the design  For example  including customer support or sales can help clarify customer goals  And including people familiar with the creative process can help when you re feeling stuck   Running the critique with a designated facilitator can help keep everything on track for the first few times  The facilitator s job is not to give feedback  but to make sure everyone is giving the right kind of feedback  This might seem heavyweight at first  but as your team internalizes critique habits  you ll need less structure  Soon every bit of feedback  even hallway conversations  will be more productive   2  Start with critique guidelines  The most important idea for everyone to understand is the purpose of a critique  We are here to give the designer feedback so they can make the product better  We are not here to blame anyone for places where the product is failing  or to design better solutions on the spot  Critiques help designers improve their designs   So start critiques by reiterating this purpose and reminding everyone how to give good feedback  Here s a few guidelines that I ve found helpful in critiques   Be candid   It doesn t help anyone to stay silent during a critique  only to express your doubts privately later  Encourage feedback from everyone  whatever their title or role in the company     It doesn t help anyone to stay silent during a critique  only to express your doubts privately later  Encourage feedback from everyone  whatever their title or role in the company  Be specific   Be as detailed as possible about what s working and what s not  If you say a whole design is not working  be prepared to back it up with a lot of specifics     Be as detailed as possible about what s working and what s not  If you say a whole design is not working  be prepared to back it up with a lot of specifics  Tie everything to goals   Critique not about whether you like or dislike a design  Good feedback is about how the design is meeting  or missing  the customer and business goals  Stay analytical  If you have an emotional reaction  this sucks   dig for why you re feeling that way     Critique not about whether you like or dislike a design  Good feedback is about how the design is meeting  or missing  the customer and business goals  Stay analytical  If you have an emotional reaction  this sucks   dig for why you re feeling that way  Affirm what s working   Always call out what s working well  Otherwise  you might lose a great idea in the next design iteration     Always call out what s working well  Otherwise  you might lose a great idea in the next design iteration  Problems first  then solutions   If you think of a new design idea  great  So did everyone else though  So instead of arguing over solutions  start by taking a step back and first discussing problems with the current design  Then share your solution  smarty pants     If you think of a new design idea  great  So did everyone else though  So instead of arguing over solutions  start by taking a step back and first discussing problems with the current design  Then share your solution  smarty pants  Suggestions  not mandates   Any new ideas should be given as suggestions  not mandates  That s because abstract ideas often seem better than concrete ones  Trust the designer to explore a new design direction and make their own call     Any new ideas should be given as suggestions  not mandates  That s because abstract ideas often seem better than concrete ones  Trust the designer to explore a new design direction and make their own call  Have fun    When humans are stressed  we re not very creative  But when we re playing  it s much easier to see the wide world of possibilities  So do anything you can to set the mood  play music as people are arriving  start with funny youtube video  throw around some NERF balls  have everyone stand  and pick a location that s comfortable   3  Set the stage  Even when everyone in a design critique knows how to give good feedback  things can still go off the rails  If a designer simply puts up a screen and says   What do you think    the meeting is bound for chaos  That s like jumping on a dogsled  saying  Mush    and then watching all the dogs take off at top speed in different directions because you forgot to put on the harness   So after going over critique guidelines  but before presenting work  the designer must set the stage  Everyone is coming to the meeting with their own assumptions about customer needs  their own pet business goals  and differing familiarity with the project  Setting the stage is about creating a common world view and preparing everyone to see the design not in relation to their own experiences  but as a solution to a specific problem   Here s an example of how I typically set the stage   Review business goals   This quarter our team s main goal is to improve conversions through the application process     This quarter our team s main goal is to improve conversions through the application process  Review customer goals   We ve heard many times in customers interviews that the application process is too complicated and hard to complete in one sitting     We ve heard many times in customers interviews that the application process is too complicated and hard to complete in one sitting  Review constraints   The engineering team recommended a full rewrite anyway  so we have a lot of flexibility to make changes     The engineering team recommended a full rewrite anyway  so we have a lot of flexibility to make changes  Review schedule   We want to launch a new version in 2 months  So that means we should have a prototype nailed down for testing by next week     We want to launch a new version in 2 months  So that means we should have a prototype nailed down for testing by next week  Check for agreement   Does this sound right  Anything I m missing  We should hash it out now if I anyone disagrees     Does this sound right  Anything I m missing  We should hash it out now if I anyone disagrees  Set expectations on level of fidelity   I ve just spent a few hours sketching out an overall flow and some draft copy  So this is very rough     I ve just spent a few hours sketching out an overall flow and some draft copy  So this is very rough  Direct the feedback   I want to know if you think this overall approach is right  Don t worry about the layout of pages  I really need feedback on the flow and which features should be on which page   4  Simulate the customer experience  Critiques are not pitch meetings  There are plenty of tricks for showing how clever a designer you are  or for getting a group to consensus  But this is a critique  We re attempting to get inside the head of our customers  and see our product with fresh eyes  So for the first pass through the design  it s helpful to simulate the customer experience as closely as possible   Pick a task   Instead of a single mockup  show a flow  Don t assume your colleagues can imagine how the product might work  Pick a task and render every single screen  I know that s a lot of work  but it s worth it     Instead of a single mockup  show a flow  Don t assume your colleagues can imagine how the product might work  Pick a task and render every single screen  I know that s a lot of work  but it s worth it  Back it up   Start the flow a few steps earlier to get everyone into context  If you re critiquing a mobile sign up  start with an app store  If you re critiquing an email campaign  show a crowded inbox first     Start the flow a few steps earlier to get everyone into context  If you re critiquing a mobile sign up  start with an app store  If you re critiquing an email campaign  show a crowded inbox first  Use a screen   Paper is great  but your customers won t be able to glance back at an earlier screen if they get confused  So for the first runthrough  it s best to flip between screens     Paper is great  but your customers won t be able to glance back at an earlier screen if they get confused  So for the first runthrough  it s best to flip between screens  Fake it   Be scrappy about making the designs seem real  Throw your screens into Flinto or Keynote to make a rough prototype  Simple animations add a ton  And even if you don t have hot spots just pretend it s working by moving your mouse  Trust me  no one will know     Be scrappy about making the designs seem real  Throw your screens into Flinto or Keynote to make a rough prototype  Simple animations add a ton  And even if you don t have hot spots just pretend it s working by moving your mouse  Trust me  no one will know  Don t pitch hard   You won t be there to pitch your brilliant design rationale for every customer  Your design needs to stand on it s own  So start simply by explaining what the user is doing at each step   You can break into a grid system discussion later      You won t be there to pitch your brilliant design rationale for every customer  Your design needs to stand on it s own  So start simply by explaining what the user is doing at each step   You can break into a grid system discussion later   Write down feedback   Ask everyone to silently write down feedback as you go  That way you can get through the whole task in real time  You ll also be gathering a wider range of opinions and avoiding groupthink   5  Gather feedback and discuss  Now the easy part  Discuss  Go around the room and ask everyone for their feedback  Stay curious  And although we started by showing screens  it can be helpful now to move over to paper printouts so that people can see the whole flow  and so you can take notes directly on top of the designs  Don t be precious about your printouts either   get in there and draw   If the feedback gets a little harsh  it s easy to take it personally  So if you start feeling bad  remember  you are not your design  Even great designers get off track  Re focus your energy on listening and finding ways to improve the design in the next iteration   You ve got the feedback  now what   Feedback is a gift  I love it  Whenever I m too close to a problem  I rely on my coworkers to help me get perspective  But as a team  we can all be too close to the problem  So it s important to get outside the building and show your prototypes to customers as soon as possible   Critique is still the first way I get feedback on all my designs  And once I work with a team for a few weeks  this careful process of critique becomes easier  we can skip the guidelines  move faster through setting the stage  and even use the same structure for quick hallway discussions  All of those automatic habits slowly compile to be part of a team s design culture  And once that strong culture is built  designers will be more productive  effective  and happy   I know design critiques are a lot of work  They rob time away from other important tasks like writing code and replying to customer support tickets  But great design doesn t come from putting a designer in the corner and hoping they come up with the right solution  The best designs spring from collaborations between product  engineering  customer support  sales  and others  Simply put  Design is everyone s job  And if you re looking for how to contribute to great design  start by getting your team to participating in design critiques,"[5 1236 207 235 1251 523 701 8 862 879 189]"
8,training-dataset/product/160.txt,product,Thoughtbot s Kyle Fiedler  Know yourself and trust your processWe sat down with Kyle Fiedler  Chief Design Officer at thoughtbot  to chat about involving designers in business strategy  hiring the right people  and the one thing teams need to build great software   How is your team set up   The design team consists of about 25 designers across the US and Europe  We work alongside roughly 80 web and mobile developers  For each client  we divide into teams that best suit the needs of the client  the problem the client is attempting to solve  and the people who have the problem   Teams are usually comprised of 2 4 people per project  with about half being designers and half being developers  Some project teams consist of only designers or developers  but we try as much as possible to have both roles represented   What s the culture like there   Collaborative  friendly  and thoughtful  We trust everyone at thoughtbot to do the right thing for them and the company our primary policy for everyone is   Use your best judgment    We strive to be as transparent as possible  Our company handbook  which contains our benefits  hiring procedure  and other company policies  is hosted in Github  Any employee of thoughtbot can request a change in the way we do business  The vibe is a bit different in each studio based on the personalities of the people and the culture of the city   How does your team communicate with each other  And how do you communicate with people on different teams   We expect everyone on the team and our clients to communicate with respect and thoughtfulness  We expect our work environment to be collaborative  with everyone having an equal say in the business or app and no one taking orders   We use Slack to communicate in real time across all our studios  Even though most of our teams sit alongside each other  we ll still talk through Slack to avoid interruptions and because we have some remote teams   Each project gets its own Slack channel for conversation about that particular project  We have thoughtbot only channels for topics like design  design review  sales  cats  parenting  and more  These rooms make the studios feel more like one big community instead of several separated ones   We have Trello boards for everything from hiring to sales to research  This allows us to track the progress of hiring a candidate or the success of a sales lead in our funnel  In addition to a Slack channel  each client project also gets a Trello board for tracking progress that we re making on that particular project  We actively encourage our clients to participate in discussions that we have on cards and explain to them how we write new ones and prioritize them   We use an internal tool called Constable for team messages  Constable posts are broken into tags for interests similar to our Slack  so we spend less time managing emails  We usually announce new hires  new internal projects  updates from offices  and more via Constable   How do you hand off designs to the engineering team   We work so closely with our developers that there really isn t a handoff  They re involved with the project from the start by participating in research and in our design sprints  They each bring their own unique knowledge and perspective to the design process   We use Trello to handle feature tracking and any handoff we do have  We break down each story using the Jobs To Be Done story format  I ve found that the designers and developers have more empathy for their users with this format  Every story is design led and is open for any solution to the job  This allows for the team to hopefully work together to design and build the feature   Design could simply be a sketch for a developer to interpret  or it could be static HTML and CSS in a branch for a developer to take over  or something in between  How this gets handled depends largely on the team individuals as well as on the problem they re trying to solve   Tell me about your hiring process   We believe that a diverse team makes the best products  so we don t look for people who come from one specific background or path  We look for designers who can provide new perspectives and teach the team something new   We ask to see a portfolio as well as some HTML and CSS samples to get an initial sense of their skill level  When those come in from our hiring form  I usually look over them and see if their skills would make them successful at thoughtbot as designer  If I m on the fence  I ll usually ask for a second opinion from the designers at the studio they re applying to   The next step is a non technical interview  usually with me  We discuss their experience as a designer  the teams they ve worked on  what products they ve worked on  and what they re passionate about  I m usually looking to see if they d be a good fit for thoughtbot  Are they a leader on their current team  Are they someone who can self manage  Are they someone who has ideas about how to build software more effectively  I m also looking to see what passion and drive they can bring to the team  Where do their interests lie  Where do they excel  and where do they see places for improvement   The next step is the technical interview  where the candidate will speak with another designer about their process on a recent project  We re paying attention to how they approached the project and in retrospect  how they could have done a better job  I really like hearing about failure and how they and their team dealt with it  We also ask questions about HTML and Sass  We want to make sure that their code knowledge is current and that they won t be in over their heads building products on a client team   The final step is an office visit  Applicants pair with designers in the morning and typically tackle front end problems  This includes small bugs or features that show both their problem solving skills on a small scale  as well as their knowledge of HTML and CSS  In the afternoon we give the designer a challenge  We have a few briefs that we choose from and send the day before so that the candidate has some time to think about the design problem they might be solving  They have the opportunity to ask us questions right after lunch   We re seeking candidates to lead us in some design exercises much like we do in a design sprint  The challenge is supposed to mimic a briefer start of our process  At the end of the day  they present their work to designers and developers that are interested in attending  They re expected to discuss their design and thought process for what solution they arrived at  as well as what their process was for getting there   The designers watch the presentation and act like a client  asking questions about the solution  We re watching to see how open the candidate is with feedback  how much they ve thought through solving the user s problem  what the smallest solution is to test assumptions we re making  and where they might have conducted more research to validate those   Should designers learn to code   Here  our teams work best with designers who write HTML and CSS and aren t afraid to jump into a mobile codebase either  We ve found that it works best for the small teams that we have  This doesn t necessarily mean that it ll work for all teams  projects  or designers   I encourage any designer who s curious about code  whether that be HTML and CSS  Javascript  Swift  or Rails  to dive in and start building something   I do think at bare minimum designers need to know what is and isn t possible on the medium they re designing for  That might take the form of having some knowledge of HTML and CSS and programming  but it could also mean having a great front end developer  sitting next to them and constantly questioning them about the medium  That s not limited to the web it also applies to any other medium  like print  You might not be the one printing everything  but you need to know how something is going to be printed and the constraints of the medium   How did you get to where you are now   Growing up  I was really into drawing and painting  In high school I took a class on Photoshop and Illustrator using one of those colorful iMacs  We used to save everything we made directly to a ZIP drive  I got hooked on doing art and design on the computer   I went to Endicott College and studied visual communications  My roommate Mike Kivikoski and I both fell in love with designing for the screen  We played around with Flash and built interfaces with HTML and CSS  Most of the design courses were focused on print and branding they hadn t yet caught up to the web  so we taught ourselves and showed each other what we built and how   Out of college  I got a job as a web designer at a Fortune 500 company  but I wasn t happy there  I spent most of my day to day designing HTML deal emails using bright reds  yellows  and all caps  It wasn t glamorous   I applied to thoughtbot for a design position twice and got the job the second time  This was back when we only had our Boston studio  I was there for about 3 years before moving to Philly  where I was asked to open a studio there  Because of that  my role went from Designer to Managing Director of the Philly studio  I was the only designer in management at the time  and I felt the need to support the design team   I ve always wanted thoughtbot to be known more for our design than our development  I initiated one on ones with designers  trying to figure out how to make thoughtbot a great place for them to succeed  for us to push well thought out applications  and to ensure that the designers at the company felt supported in any endeavor they hoped to pursue  I pushed for more designers in management positions  That work led to my title of Chief Design Officer and gave me the opportunity to promote a designer in each of our studios to the position of Design Director   Does your team trust each other  How have you built that up   I think that s the only way to build great software  Our design teams regularly hold critiques in each studio  We post designs and pull requests for review and feedback in front of the whole company so that someone else looks over everything we do  It ensures that all of our work is the highest quality  and it also proves to be a great place for designers to teach each other and learn  They also open up creative exercises on Fridays to everyone at the company  We ve done lunchtime drawtime  crocheting  design challenges  and more   Only hiring people we know will be successful at thoughtbot is key  Knowing that each designer went through our rigorous process and has a similar skillset builds trust from the beginning   Are there any qualities in your design process that you consider unique   All of our designers see the project through from business strategy to implementation  There s less communication overhead and more of an opportunity for us to be seamless from role to role  This means that the designer has a lot of influence over the product that s being made  They can design and build features that they believe solve the problem based on research that they  themselves  conducted  The loop of getting feedback  designing a solution  and implementing said solution is really short because only one or 2 people complete it  I ve had days where I ve conducted interviews in the morning  saw issues in the app  and then pushed fixes for them in the afternoon   What do you think is the most powerful part of your design process   The start of the project  when we conduct research and run a design sprint  It s really easy to jump right into building the wrong features for clients  wasting our time and their money  Design sprints help you immediately put a lot of emphasis on building something that solves a problem  The research and design sprint are meant to give us confidence early in the project  We go into building products with some validation and are continuing to get that validation throughout the time the client is with us  We do so by talking to users and seeing how they operate the software we build   Related  Frequently asked questions about design sprints  What are some design trends you re interested in or currently trying out   I m mostly interested in figuring out how design thinking and research can influence our clients  projects so they leave thoughtbot with a successful application that solves a need  I m interested in different design research techniques and prototyping techniques to get early validation that our teams are heading in the right direction  Lately  I ve been digging into Jobs To Be Done to help me figure out where the problem really is and how people are currently solving for it   What do you think the design industry is going to be like in 5 years   In 5 years  designers will have a greater effect on business decisions  I think for a long time  engineers and traditional business folks were the ones at the head of a company  I also think design thinking and design leadership can help make a company successful  Starting a company with design at the forefront and looking at all processes as being designed will be important   In terms of technology  I think we ll start to have more variety of devices we re designing for  I picture technology such as watches that need simpler interfaces for complex interactions  or VR devices that might have much more rich and complex displays that we ll need to create deep and engaging experiences for   How do you use InVision as part of your design process   We use InVision for prototyping during our design sprints  Since we have just one day to design and build a prototype  having a tool that allows us to easily push out a clickable prototype to show in front of users is paramount  InVision makes it easy to turn sketches into prototypes we can show potential users   What s your best advice for young designers   Always start with a problem  and then create solutions with your team  Rely on your team s experience and knowledge  Everyone brings something different to the table   It s never too early to ask for feedback  The more eyes I get on a user flow  visual design  or HTML and CSS  the better it ll be   Never stop learning  and follow your passion  If you like implementing your designs  learn how to do so  If you love doing research  do more of it  If mobile is grabbing your attention  work on it   Figure out your process  Everyone s is different  and what separates designers is how well they know themselves and trust their process   Oh  and have fun  We get to live in a time where we make magic happen on screens all across the world  It s an amazing thing  Enjoy the process of making things that people use,"[8 862 523 879 1024 1251 189 942 1308 1173 1277]"
21,training-dataset/product/1181.txt,product,Human Centered Design   The 6 Fundamental Principles of Interaction Between Products and UsersHuman Centered Design   The 6 Fundamental Principles of Interaction Between Products and Users  Design is all around us  To some  design is present in the beauty of things  to others  in its ability to function flawlessly or solve a problem  But the fact is that definitions and opinions aside  everything that was made by man  was also designed  and so design is ubiquitous  But not all of us see it everywhere  This is because good design interacts and communicates with the user so effectively  that the experience is rarely internalized  We simply don t notice it anymore  so good design is the one that communicates its function and behavior in such a clear and subtle way  that it becomes invisible   When the user understands or discovers how an object or product is supposed to work  what it s supposed to do  and how it s supposed to behave  even when broken  just by looking at it  then a successful communication between object and user has taken place  This is referred to as discoverability by Don Norman   director of The Design Lab at UC San Diego   in his book The Design of Everyday Things  and it leads to a successful interaction between object and user   Discoverability is possible because of Human Centered Design  HCD   an approach that puts emphasis on the person s natural needs and behavior  rather than on the object itself  It s inspired by behaviors rather than demographics  it takes place in natural contexts as opposed to artificial ones  and it relies on dynamic conversations instead of scripted interviews  The philosophy and procedures of HCD add deep consideration and study of human needs to the design process   Human Centered Design  But are there any specific factors that facilitate discoverability  Norman states that discoverability results from the appropriate application of five fundamental psychological concepts  affordances  signifiers  constraints  mappings  feedback and a sixth one he calls the conceptual model   So  in the line of  The Universal Principles of Design  or  Dieter Rams  Principles of Design   here are The 6 Fundamental Principles of Interaction   Affordances  An affordance is a relationship between the properties of an object and the capabilities of the user that determine the different uses that can be given to said object  The transparency of the glass affords to let light through  but it does not afford for physical particles to go through  so a wine glass affords not only to contain something  but also to easily see it  Affordances need to be visible in order to provide strong clues to the operations of things without the need for labels or instructions  These unwritten clues are called signifiers   Signifiers  Signifiers are indicators of any type that communicate the action needed so the affordance can take place  and it s a term that s widely used in the field of semiotics  For example  a door has the affordance of opening and closing  But how do we know how to do this  How do we know how if we have to push  pull or slide  For the most part  handles tell us  Those are the door s signifiers in relation to the affordance of closing and opening it  A large horizontal bar lets us know that we need to push it  while a handle lets us know we need to pull it  To function in the world  we need to develop internal models of what things mean and how they operate  and signifiers help us with that   No handle signifies push  while a handle signifies pull   Constraints  Constraints are limitations or restrictions  and they give us clues that allow us to determine a course of action by limiting the possible actions available to us According to Norman  there are 4 types of constraints   Physical   This pertains to the limitations caused by physical features such as size and shape     This pertains to the limitations caused by physical features such as size and shape  Cultural   Restrictions that are a consequence of what is socially and culturally deemed as acceptable behavior     Restrictions that are a consequence of what is socially and culturally deemed as acceptable behavior  Semantical   Limitations that rely upon the meaning of the situation to control the set of possible actions     Limitations that rely upon the meaning of the situation to control the set of possible actions  Logical   A type of constraint that comes to our attention because of its obviousness or because our logic was violated  The last piece of the puzzle must go in the only space left and if we have a bolt left after assembling a piece of furniture  then we must have made a mistake because the bolt must go somewhere   Physical Constraints  Square pegs only fit in square spaces   Mapping  Mapping is a mathematical term synonymous with function  which is a relationship between a set of inputs and a set of permissible outputs  For instance  to turn the volume of the tv up  turning the tv s volume up or down is an affordance of the remote   first we look for the volume button  a signifier that communicates the remote s affordance of volume control  and then we press up if we want the volume louder or down if we want it softer  This relationship between up   loud and down   soft is mapping  and it works best by naturally taking advantage of spatial analogies  like in the case of the remote   The mapping of lights and the physical elements of the buildings facade   Feedback  Feedback happens when an object or system notifies the user that it is working towards the completion of its objective  A clear example of this is elevators  When we press the button to call an elevator  it tells us that it s on its way by lighting up  However  it s not the most effective feedback because it doesn t let us know how long we will have to wait  and this uncertainty causes users some discomfort  Good design gives back clear feedback in order to avoid any type of discomfort or difficulty   Conceptual Models  Conceptual model is a synonym for a psychological term called association  which refers to a connection between conceptual entities or mental states that result from the similarity between those states or their proximity in space or time  In the words of Don Norman   a conceptual model is an explanation  usually highly simplified  of how something works  It doesn t have to be complete or even accurate as long as it is useful   He illustrates his point with an excellent example of the folder shaped icons found in our computers  Computers don t have folders  however  designing the icons as folders makes it easier for us to conceptually understand how computers store information by allowing us to make an association with something that is familiar to us  This association is what allows effective communication between user and object  bringing the design one step closer to success   Like this article  Please hit the    below so more people can find it   New article by me published August 30,"[21 368 35 149 523 261 506 485 5 1251 879]"
35,training-dataset/product/1246.txt,product,Why you should design to developAt some point  all designers have found themselves in the following scenario   You ve finished designing a project and just got stakeholder approval  so you hand off the design to your developer and pat yourself on the back   But then you get a preview  And  it looks nothing like the design you had in mind   What in the world happened   Well  most developers aren t designers  Some might have a good eye for design  but the majority will need clear communication and direction from the designer in order to deliver something pixel perfect   On the flipside  because most designers aren t developers  sometimes a design winds up being impossible for a developer to build because of technology restrictions  There s no way for a designer to know that unless they involve their developer from the start   Related  6 tasty ways for designers and developers to collaborate better  I ve spent a ton of time working with developers and figuring out how to optimize a great working relationship  It s really up to both to make it happen   Want to make working with your developer awesome  Follow these tips   Get familiar with server side restrictions  Designers don t necessarily need to know everything about development  but they should know enough to feel comfortable in the space  A great example  get familiar with the basics of how the server side of things work so you can create spatial elements that blend well with the information you have to work with  Your design will also be optimized to address all specific server side restrictions   A quick conversation with your developer right at the start of a project can help clarify the entire process  Another thing that helps make everything crystal clear  create a wireframe  share it with your dev  then meet to discuss it  A quick feedback session could result in an even better design or it could keep you from wasting time on something that isn t possible to build   Get to know client side limitations and abilities  The server side and the client side of programming are completely different worlds  This disparity can certainly influence the visualization of a design  For instance  if you need to make a specific element work on Explorer 9  This can create a conflict based on what software you each use and your individual workflow   That s why it s useful that if the developer uses Iconic  you as a designer need to make sure that the elements of your design can also work on Iconic  You really don t want to have to use images for every element in this case   A good design not only looks good and is easy to use  it s also fast loading and efficient  To make a web design load fast  you need to create a design that uses as much style in the code as possible  For example  I ll always use CSS buttons for websites  They load fast and they look good on every platform   Speaking of platforms  this is another issue that needs to be addressed  Your design should fit all resolutions and platforms  Consequently  it can pay off if you understand and learn each platform s unique restrictions  resolutions  and code support   However  platforms can vary from screen to screen  Each unique platform is built to handle your design in a different way  Therefore  each unique platform will handle your design s functionality differently   Related  Why you shouldn t ignore the bigger breakpoints in responsive web design  A case in point  if you make your information appear when the mouse hovers over an element and the platform has a touchscreen  well  there is no mouse over you ll need to alter the design to fit touchscreen devices   More mobile limitations to keep in mind   Needing a keyboard to pop up for a form  Adjusting click size depending on the user s finger size  Addressing connection problems  Your design should look good even if it loads in sections  Keeping mobile designs and interaction simple and not too complex  This is mainly because a device s graphic card is sometimes limited on mobile compared to desktop  Providing the option for right clicks  Make sure users have a way to open the right click menu  if you have one  when needed  Releasing information faster  Mobile users are usually doing something else while using their device   These distractions need to be addressed by presenting the information and actions in a clear  simple  and fast manner   Create a demo mockup and behavior documentation  After you ve finished the design  you ll want to create a working demo  I use InVision for this portion of the process  I think it s a great tool to showcase my designs because it helps me show the developer exactly what I want to focus on in each section of a design  This includes how each feature will behave  where each link routes to  and much more  It takes only a few minutes to create a working demo  but it can save a lot of time not having to go back and forth with the developer   Plus  InVision lets you write comments right on the designs so you can add explanations   Organize files and folders  Before you send a large load of files to your developer  be sure to establish some order  You definitely don t want to send your developer a mess of files that they ll have to sort through and organize  Nobody has time for this   Since you re most familiar with your files  be nice to your developer and send them a collection of nicely arranged files   For example  if there are a lot of files  I ll ensure that they re all labeled with the correct name of the page  platform  and size   ClientName_PageName_WidthXHeight_platform psd  MyClient_AboutUs_1334x750_IOS psd  I ll keep only the latest version of a file in its main folder  and I always arrange folders by platforms  I do this despite the fact that it s difficult to create one main folder with all the mobile and desktop files in one place  This way you won t make your developer have to work any harder to find the right files   Trust me  nobody wants to work on the wrong version of a design   These 4 simple tips can make life much easier for you and the developer you work with  You ll be able to develop an optimized workflow while you maintain a positive working environment   Remember  the better the relationship is between a designer and a developer  the more likely it is that you ll create amazing products   You might be surprised by how much useful design input a developer may be willing to share given the right circumstances   That s why it always pays to be kind to your developer,"[35 1277 796 8 189 149 245 485 1260 172 261]"
40,training-dataset/product/1073.txt,product,Where has the creativity gone in web  and UX  design Take a moment to think about the sites you ve visited today  Have any of them stood out to you as being unique in their design  If I had to put money on it  I d guess not   This is probably what you saw if you visited an agency website   It seems as though the entire web UX design industry has completely given up on actually designing new experiences  And this extends beyond the agency website paradigm   Ecommerce  social media  product pages  marketing landing pages  blogs  business directory websites  portfolios  personal sites  message boards  and even video sharing platforms are all conforming to the standard layouts prevalent in each industry   This may be startling news to many budding young designers out there  but it d seem that the fate of innovation in web design is in your hands   What will you do with all of that power   All is not lost  With the design industry coming to a massive  industry wide slowdown  what use is there in pursuing design  Why not develop universal wireframes for each industry  and simply stick to customizing the color schemes without any regard for UX innovation   Related  How to move from imitation to innovation  After all  there s a reason that sites are beginning to look more and more like each other  It s because the layout that I jokingly referred to above as being  every agency site on planet earth  is actually a usable design that requires little cognitive effort to figure out   So what s the problem   The problem is that sites like this systematically give every other designer  UX or otherwise  a bad name   Professional skateboarder Rob Dyrdek owns several pages  each of which is stunning and very innovative  They look nothing like the current standards for web design  and if a UX designer saw a wireframe for Dyrdekmachine com  they might even faint   It looks like someone with no design experience drew it on a napkin and then gave it to a coder with a good sense of taste  So why is it such a good design  Because it doesn t just break the mold for how a website should look and function  it shatters it   Innovation within the ecommerce paradigm  There isn t a single industry out there that is more guilty of stagnating design than the ecommerce paradigm   How many ecommerce sites do you visit that look like this   This may be in part because of industry giants like Amazon and Newegg  who utilize the most boring  basic  overused schema ever created for the web   And I don t blame them  Is your site making as much money as Amazon  I didn t think so   But Amazon and Newegg are just 2 sites  We can t blame the faults of the entire ecommerce industry on these 2 companies   Or can we   Often  designers with a limited budget may not have the time or money to conduct thorough research  Because of this  cues are often taken from sites with sizable research spends  that have presumably undergone countless iterations and optimizations   Surely Amazon and Newegg fit with these presumptions  But is that enough of a reason to follow in their footsteps   UX designers would argue that the reason for the prevalence of these types of layouts is that they re proven to be more or less frictionless during the conversion process   Related  3 ways friction can improve your UX  That said  it s not the only way to do things  Unless the client tasked you with creating a  site like Amazon   this shouldn t be your first instinct  Otherwise  we d all just recycle the same wireframes with only slight variations where appropriate  color  logo  font  etc   DC Shoes has  in particular  seemingly identified this trend and rectified it   When you visit their Evan Smith lineup page  you re greeted with a stream of product images arranged in a way that looks nothing like the traditional grid layout   If you click on an image  the page gives you an enticing  full screen preview of the product  along with conveniently placed purchase options along the right hand side of the window   Sadly  DC only made this design available for the top half of the page  Once you scroll far enough down  you re confronted with a rigid product grid no different from that of Amazon or Newegg   This isn t an inherently poor design choice  and it makes sense to cover all your bases when rolling out a new design  especially where sales are concerned   but it s still kind of disappointing   Design something new  please  This hasn t been one giant rant  This article is intended to spur some excitement and innovation in the web  and UX  design industry  There are ways to break the mold  without sacrificing conversions  Sometimes all it takes is working with the right design partner   Whether this means wowing the user with your superb animations  I m looking at you  Rob Dyrdek   or finding a new way to get your user to engage with your content  it is doable   Do not blindly follow industry standards  Do your own research  Play around with your own innovations and your own ideas   Sometimes an idea that seems silly is all it takes to make a wave in the industry,"[40 261 149 758 523 301 927 1109 879 1024 1394]"
